Timestamp,1. Which university do you study at?,2. What is your academic level?,3. What is your faculty? ,4. How familiar are you with Artificial Intelligence (AI) tools used in education? ,5. Which AI-powered tools have you used for academic purposes? ,6. How often do you use AI tools for educational purposes? ,7. For which academic activities do you use AI tools? (Select all that apply),8. Do you think AI tools improve your learning experiences? ,9. How do AI tools impact your academic performances? ,10. Do you believe AI tools help in understanding complex academic concepts? ,11. Do you think AI makes students overly dependent on technology? ,12. How do your teacher or instructors perceive AI-assisted learning? ,13. What challenges have you faced while using AI tools in education?  (Select all that apply) ,14. Do you trust the information provided by AI tools?,15. Do you feel AI-generated content lacks originality and creativity? ,16. Have you ever been discouraged from using AI tools due to ethical concerns? ,17. Do you believe AI should be integrated into the university curriculum? ,18. What improvements would you like to see in AI tools for education? (Select all that apply),"19. What support system (e.g., workshops,funding, infrastructure) are needed for effective AI adoption in your institution?",20. What is your overall opinion on the impact of AI tools in higher education? 
4/9/2025 6:59:48,RU,Graduate (Master’s),Engineering and Technology,Extremely familiar,"Chatgpt, Gammerly, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation",Agree,Somewhat positive,Strongly agree,Strongly agree,Discouraging and restrictive,Inaccurate or misleading information,Sometimes,Strongly disagree,Yes,"No, it should not be part of the curriculum",More accuracy in responses,,
4/9/2025 9:19:54,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Writing and grammar correction, Programing and coding help, Studying and exam preparation",Agree,Somewhat positive,Strongly agree,Agree,Discouraging and restrictive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",,
4/9/2025 9:40:56,RUET,Undergraduate (3rd Year),Engineering and Technology,Slightly familiar,"Chatgpt, Gemini",Occasionally (a few times a month),Studying and exam preparation,Agree,Somewhat positive,Neutral,Neutral,Not sure,Lack of knowledge about AI tools,Sometimes,Neutral,Yes,"Yes, as an elective course",Stronger plagiarism detection,Study ,Neutral 
4/9/2025 11:00:32,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,It should provide a stronger plagiarism detection service 
4/9/2025 11:04:23,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding ",AI makes students overly dependent on technology
4/9/2025 11:04:56,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Agree,Strongly agree,Neutral,"Limited access, Inaccurate or misleading information",Most of the time,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","workshop, funding, infrastructure",very useful and needed to adopt. 
4/9/2025 11:11:51,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding and infrastructure ",Use of AI tools reduces students interest in reading books.
4/9/2025 11:15:48,RUET,Undergraduate (4th Year),Engineering and Technology,Slightly familiar,"Chatgpt, Gemini, Quillbot",Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",Workshops ,They should Improved ethical guidelines for usage
4/9/2025 11:26:39,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop and Funding ,I think AI tools are very helpful for students for completing their academic tasks.
4/9/2025 12:25:02,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding ",Students should practice morality while using AI tools.
4/9/2025 12:32:56,RUET,Undergraduate (3rd Year),Engineering and Technology,Slightly familiar,"Chatgpt, Gemini, Quillbot",Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Neutral,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Sometimes,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding, infrastructure ",Sometimes they provide inaccurate or misleading information.
4/9/2025 13:52:34,RUET,Undergraduate (3rd Year),Science,Slightly familiar,"Chatgpt, Gemini",Never,Research assistance,Agree,Neutral,Strongly agree,Strongly agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Disagree,Yes,"Yes, as a core subject",More accuracy in responses,Workshops,Essential 
4/9/2025 13:53:47,RU,Undergraduate (4th Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Disagree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Workshops ,Effective 
4/9/2025 13:55:29,RUET,Undergraduate (1st Year),Engineering and Technology,Not familiar at all,Chatgpt,Never,Research assistance,Neutral,Highly positive,Neutral,Strongly agree,Not sure,Limited access,Never,Disagree,Yes,"Yes, as an elective course",Better understanding of context and intent,Funding ,Effective 
4/9/2025 13:56:11,RU,Graduate (Master’s),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Disagree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",Infrastructure ,Effective 
4/9/2025 13:57:09,RUET,Undergraduate (3rd Year),Humanities and Social Science,Very familiar,Quillbot,Occasionally (a few times a month),Programing and coding help,Strongly agree,Highly negative,Strongly disagree,Strongly agree,Encouraging and supportive,Inaccurate or misleading information,Always,Neutral,No,"Yes, as a core subject","More accuracy in responses, Stronger plagiarism detection",Infrastructure ,Essential 
4/9/2025 13:58:34,RUET,Undergraduate (4th Year),Business Studies,Extremely familiar,Turnitin,Occasionally (a few times a month),Writing and grammar correction,Agree,Highly positive,Agree,Strongly agree,Encouraging and supportive,Lack of knowledge about AI tools,Always,Disagree,Yes,"No, it should not be part of the curriculum",Better understanding of context and intent,Workshops ,Effective 
4/9/2025 14:01:09,RUET,Graduate (Master’s),Engineering and Technology,Slightly familiar,Chatgpt,Rarely (Once a month or less),"Research assistance, Writing and grammar correction",Strongly disagree,Somewhat positive,Neutral,Disagree,Encouraging and supportive,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,Yes,"No, it should not be part of the curriculum",Better understanding of context and intent,Funding ,Essential 
4/9/2025 14:02:35,RUET,Postgraduate (PhD),Humanities and Social Science,Not familiar at all,Gemini,Daily,Programing and coding help,Agree,Highly positive,Strongly agree,Agree,Neutral,Inaccurate or misleading information,Most of the time,Neutral,Yes,Not sure,"More accuracy in responses, Improved ethical guidelines for usage",Infrastructure ,Effective 
4/9/2025 14:04:46,RUET,Undergraduate (1st Year),Engineering and Technology,Not familiar at all,Chatgpt,Never,Research assistance,Strongly agree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,Limited access,Always,Strongly disagree,Yes,"Yes, as a core subject",More accuracy in responses,Workshops ,Essential 
4/9/2025 14:04:59,RU,Undergraduate (3rd Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly",Occasionally (a few times a month),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,"Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Disagree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",Fundin,Effective for students 
4/9/2025 14:05:40,RUET,Undergraduate (2nd Year),Science,Slightly familiar,Gemini,Rarely (Once a month or less),Writing and grammar correction,Agree,Somewhat positive,Agree,Agree,Neutral,Lack of knowledge about AI tools,Most of the time,Disagree,No,"Yes, as an elective course",Better understanding of context and intent,Funding ,Effective 
4/9/2025 14:06:53,RUET,Undergraduate (3rd Year),Humanities and Social Science,Somewhat familiar,Gammerly,Occasionally (a few times a month),Programing and coding help,Neutral,Neutral,Neutral,Neutral,Discouraging and restrictive,"Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,Yes,"No, it should not be part of the curriculum",Stronger plagiarism detection,Infrastructure ,Essential 
4/9/2025 14:10:47,RUET,Graduate (Master’s),Engineering and Technology,Extremely familiar,Quillbot,Daily,Creating presentations and reports,Strongly disagree,Highly negative,Strongly disagree,Strongly disagree,Encouraging and supportive,Limited access,Never,Strongly agree,No,"Yes, as a core subject",More accuracy in responses,Funding ,Effective 
4/9/2025 14:13:04,RUET,Postgraduate (PhD),Science,Not familiar at all,Chatgpt,Never,Programing and coding help,Strongly disagree,Highly negative,Disagree,Strongly agree,Neutral,Inaccurate or misleading information,Most of the time,Neutral,Yes,"Yes, as an elective course",Stronger plagiarism detection,Infrastructure ,Essential 
4/9/2025 14:14:50,RUET,Postgraduate (PhD),Science,Very familiar,Turnitin,Frequently (a few times a week),Creating presentations and reports,Strongly disagree,Somewhat positive,Neutral,Neutral,Discouraging and restrictive,Inaccurate or misleading information,Rarely,Disagree,Yes,Not sure,Stronger plagiarism detection,Workshops ,Effective 
4/9/2025 15:18:08,RU,Undergraduate (1st Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Strongly agree,Agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Training ,Impactful in education 
4/9/2025 15:20:28,RU,Graduate (Master’s),Science,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Occasionally (a few times a month),"Research assistance, Programing and coding help, Studying and exam preparation",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Infrastructure ,Impactful in education system 
4/9/2025 15:29:07,RU,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation",Strongly agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Disagree,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, funding ","Positives:  1. Personalized Learning: AI can adapt content to individual student needs, helping them learn at their own pace and style.   2. Efficiency: Automates grading, scheduling, and administrative tasks, freeing up time for educatorsNegatives & Concerns:  1. Academic Integrity: Easy access to AI-generated answers raises plagiarism and cheating issues.   2. Overreliance: Students might become too dependent on AI, reducing critical thinking or problem-solving skills."
4/9/2025 15:39:03,RU,Undergraduate (3rd Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection","Workshops, infrastructure ","24/7 Assistance: Tools like chatbots and AI tutors provide help anytime, which is especially useful for self-directed learning."
4/9/2025 15:39:19,RU,Undergraduate (3rd Year),Business Studies,Extremely familiar,"Chatgpt, Gemini",Occasionally (a few times a month),"Studying and exam preparation, Creating presentations and reports",Agree,Highly positive,Agree,Agree,Encouraging and supportive,Limited access,Most of the time,Neutral,Yes,"Yes, as a core subject",Stronger plagiarism detection,"Effective AI adoption in an institution requires:  Workshops & Training: To build AI literacy and technical skills.  Funding: For tools, research, and project development.  Infrastructure: Including computing power, datasets, and software.  Policies: Clear AI strategy, data governance, and ethical guidelines.  Collaboration: Interdisciplinary teams and external partnerships.","AI tools have a positive impact on higher education by enhancing learning, personalizing instruction, streamlining administrative tasks, and supporting research—though they require careful use to address ethical and equity concerns."
4/9/2025 15:47:52,RUET,Undergraduate (3rd Year),Engineering and Technology,Slightly familiar,Turnitin,Frequently (a few times a week),Research assistance,Strongly agree,Neutral,Strongly disagree,Neutral,Encouraging and supportive,Inaccurate or misleading information,Rarely,Agree,Yes,"Yes, as an elective course",More accuracy in responses,Workshops ,Essential 
4/9/2025 15:52:05,RUET,Undergraduate (1st Year),Humanities and Social Science,Somewhat familiar,Turnitin,Rarely (Once a month or less),Writing and grammar correction,Agree,Neutral,Strongly disagree,Strongly disagree,Encouraging and supportive,"Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,No,"No, it should not be part of the curriculum",Stronger plagiarism detection,Funding ,Effective 
4/9/2025 15:53:20,RUET,Undergraduate (1st Year),Engineering and Technology,Extremely familiar,Chatgpt,Rarely (Once a month or less),Studying and exam preparation,Disagree,Somewhat negative,Neutral,Agree,Neutral,"Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,No,"No, it should not be part of the curriculum",Stronger plagiarism detection,Infrastructure ,Essential 
4/9/2025 15:54:17,RUET,Undergraduate (3rd Year),Humanities and Social Science,Slightly familiar,Gammerly,Frequently (a few times a week),Studying and exam preparation,Neutral,Highly positive,Neutral,Agree,Discouraging and restrictive,"Ethical concern (e.g., plagiarism, dependency)",Rarely,Agree,Yes,"Yes, as a core subject",More accuracy in responses,Workshops ,Effective 
4/9/2025 15:54:52,RU,Undergraduate (3rd Year),Business Studies,Somewhat familiar,Chatgpt,Daily,Studying and exam preparation,Agree,Somewhat positive,Strongly agree,Strongly agree,Neutral,Limited access,Always,Disagree,Yes,"Yes, as a core subject",Improved ethical guidelines for usage,Funding and Infrastructure ,I suggest it's highly required for the future 
4/9/2025 15:56:20,RUET,Undergraduate (2nd Year),Science,Very familiar,Gemini,Never,Research assistance,Agree,Somewhat negative,Disagree,Strongly disagree,Neutral,Limited access,Sometimes,Neutral,Yes,"Yes, as an elective course",Stronger plagiarism detection,Funding ,Effective 
4/9/2025 16:08:13,RUET,Undergraduate (4th Year),Science,Slightly familiar,Turnitin,Occasionally (a few times a month),Studying and exam preparation,Neutral,Somewhat negative,Disagree,Disagree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Neutral,No,"No, it should not be part of the curriculum",Stronger plagiarism detection,Infrastructure ,Essential 
4/9/2025 16:09:01,RUET,Undergraduate (4th Year),Business Studies,Slightly familiar,Turnitin,Occasionally (a few times a month),Studying and exam preparation,Disagree,Highly negative,Neutral,Neutral,Not sure,Inaccurate or misleading information,Sometimes,Agree,No,"No, it should not be part of the curriculum",Improved ethical guidelines for usage,Workshops ,Effective 
4/9/2025 16:09:55,RUET,Undergraduate (4th Year),Humanities and Social Science,Very familiar,Turnitin,Occasionally (a few times a month),Creating presentations and reports,Disagree,Neutral,Neutral,Neutral,Discouraging and restrictive,Inaccurate or misleading information,Sometimes,Neutral,Yes,"Yes, as a core subject",More accuracy in responses,Funding ,Effective 
4/9/2025 16:10:46,RUET,Graduate (Master’s),Humanities and Social Science,Slightly familiar,Gammerly,Frequently (a few times a week),Studying and exam preparation,Strongly agree,Highly negative,Disagree,Strongly disagree,Not sure,Lack of knowledge about AI tools,Always,Disagree,Yes,"Yes, as a core subject",Improved ethical guidelines for usage,Infrastructure ,Essential 
4/9/2025 16:15:39,RUET,Undergraduate (3rd Year),Business Studies,Somewhat familiar,Gemini,Rarely (Once a month or less),Studying and exam preparation,Disagree,Somewhat negative,Disagree,Disagree,Discouraging and restrictive,Inaccurate or misleading information,Always,Strongly disagree,Yes,"No, it should not be part of the curriculum",More accuracy in responses,Infrastructure ,Essential 
4/9/2025 17:16:01,RU,Undergraduate (2nd Year),Humanities and Social Science,Very familiar,"Chatgpt, Gammerly, Quillbot",Frequently (a few times a week),Writing and grammar correction,Neutral,Neutral,Neutral,Agree,Neutral,Lack of knowledge about AI tools,Most of the time,Neutral,No,"No, it should not be part of the curriculum",More accuracy in responses,"Workshops, funding ",Ai is Useful
4/9/2025 17:17:45,RU,Undergraduate (2nd Year),Humanities and Social Science,Very familiar,"Chatgpt, Gammerly",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation",Agree,Somewhat positive,Neutral,Agree,Neutral,"Limited access, Lack of knowledge about AI tools",Most of the time,Neutral,No,Not sure,"More accuracy in responses, Better understanding of context and intent",Funding ,50/50
4/9/2025 17:20:53,RU,Undergraduate (2nd Year),Science,Extremely familiar,"Chatgpt, Gemini, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Disagree,Agree,Neutral,Lack of knowledge about AI tools,Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Funding,Ai is useful 
4/9/2025 17:28:31,RU,Undergraduate (2nd Year),Science,Extremely familiar,"Chatgpt, Gemini, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Writing and grammar correction, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,Limited access,Most of the time,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Workshop ,Good 
4/9/2025 17:30:17,RU,Undergraduate (2nd Year),Science,Very familiar,"AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools",Most of the time,Agree,No,"Yes, as an elective course",Better understanding of context and intent,"Funding, workshop ",Ai is good but also harmful in a regular basis
4/9/2025 17:34:26,RU,Undergraduate (2nd Year),Science,Extremely familiar,"Chatgpt, Gammerly, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools",Sometimes,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Funding ,AI use can help in higher education 
4/9/2025 17:36:04,RU,Undergraduate (2nd Year),Science,Very familiar,"Chatgpt, Gemini, Quillbot",Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools",Most of the time,Agree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Workshop ,Good
4/9/2025 17:54:22,RU,Undergraduate (2nd Year),Science,Very familiar,"Chatgpt, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Programing and coding help, Studying and exam preparation",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools",Most of the time,Disagree,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Funding ,Good
4/9/2025 18:11:46,RU,Undergraduate (3rd Year),Business Studies,Extremely familiar,Chatgpt,Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Highly positive,Agree,Strongly agree,Discouraging and restrictive,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops,Very much effective and useful tools
4/9/2025 18:25:10,RU,Undergraduate (2nd Year),Science,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Highly positive,Strongly agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, funding, infrastructure ",AI is very helpful for me
4/9/2025 18:28:42,RU,Undergraduate (2nd Year),Science,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,Sometimes it provide Inaccurate information
4/9/2025 18:37:57,RU,Undergraduate (2nd Year),Science,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding ",Premium AI tools should be free for all the students 
4/9/2025 18:46:50,RU,Undergraduate (2nd Year),Science,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Not sure,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, funding and infrastructure ",They should improved ethical guidelines for usage
4/9/2025 18:53:25,RU,Undergraduate (2nd Year),Science,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Neutral,Not sure,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,I think they have a lack of proper information 
4/9/2025 18:56:13,RU,Undergraduate (2nd Year),Science,Extremely familiar,"Chatgpt, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Neutral,Neutral,Neutral,"Limited access, Lack of knowledge about AI tools",Most of the time,Agree,No,Not sure,Better understanding of context and intent,Funding ,Ai is good
4/9/2025 18:56:52,RU,Undergraduate (2nd Year),Science,Slightly familiar,"Chatgpt, Gemini, Quillbot",Occasionally (a few times a month),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Neutral,Not sure,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,It should provide stronger plagiarism detection service
4/9/2025 18:58:29,RU,Undergraduate (2nd Year),Science,Very familiar,"Chatgpt, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Agree,Disagree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Strongly agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",Workshops ,Ai will take more places in 5 years
4/9/2025 19:00:31,RU,Undergraduate (2nd Year),Science,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops and funding ,Students are becoming more dependent on AI tools
4/9/2025 19:01:07,RU,Undergraduate (2nd Year),Science,Somewhat familiar,"Chatgpt, Gemini, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Neutral,Neutral,Neutral,"Limited access, Lack of knowledge about AI tools",Most of the time,Neutral,No,"No, it should not be part of the curriculum","More accuracy in responses, Better understanding of context and intent",Funding ,Good
